street_address,sale_price,mls_number,County,City,Subdivision,home_type,Floor_Plan,Bedrooms,Full_Baths,Half_Baths,Yr_Blt,Above_Grade_Finished_SF,Above_Grade_Finished_Source,Below_Grade_Finished_SF,Below_Grade_Finished_Source,Lot_Size,District,Fr_Pl,Fireplace,Bsmnt?,Bsmnt,Garage/Parking?,Construct,Arc_Style,Roof_desc,Lot_Desc,Floodpl,City_Limits,Cent air,Heating,Cooling,Water,Sewer,Warranty
"1117 SW Cheshire Drive Lee's Summit, MO 64083",385000,2200249,Cass,Lees Summit,Kensington Farms,Single Family,Reverse 1.5 Story,4,3,0,2019,1642,Builder,1000,Builder,0.250321395775941,Raymore-Peculiar,1,"Gas, Great Room",1,"Daylight, Finished, Full",1,"Board/Batten, Stucco",Traditional,Composition,City Limits,0,1,1,Central Gas,Central Electric,City/Public,City/Public,
"432 Lasley Branch Court Raymore, MO 64083",385000,2211297,Cass,Raymore,Estates at Knoll Creek,Single Family,2 Stories,5,4,1,2011,2281,Public Record,819,Public Record,0.452,Raymore-Peculiar,1,"Gas, Great Room",1,"Finished, Full",1,"Stone Veneer, Stucco",Traditional,Composition,"Cul-De-Sac, Estate Lot",0,0,1,"Central Gas, Heat Pump","Central Electric, Heat Pump",City/Public,City/Public,
"32008 E 164th Street Pleasant Hill, MO 64080",385000,2231741,Cass,Pleasant Hill,Cassco,Single Family,1.5 Stories,4,4,1,2003,2554,Appraisal,1298,Appraisal,3.3184113865932,Pleasant Hill,1,"Basement, Gas",1,"Finished, Full, Walk Out",1,Brick Trim,Traditional,Composition,"Acreage, Treed, Wooded",0,0,1,Forced Air Gas,"Attic Fan, Central Electric",City/Public,"Other, Septic",
"23903 SW Hidden Valley Road Peculiar, MO 64078",385000,2180546,Cass,Peculiar,Hidden Valley,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,1995,1522,Public Record,1494,Public Record,6.55,Raymore-Peculiar,1,"Basement, Living Room, Wood Burn Stove",1,"Finished, Inside Entrance, Walk Out",1,Lap,Traditional,Composition,"Acreage, Treed",0,0,1,Propane Gas,Central Electric,City/Public,Septic,
"1215 Cross Creek Drive Raymore, MO 64083",385000,2207008,Cass,Raymore,Creekmoor- Westbrook at,Single Family,1.5 Stories,4,3,2,2005,3065,Public Record,1000,Public Record,0.215335169880624,Raymore-Peculiar,1,"Great Room, Hearth Room, Master Bedroom",1,"Finished, Full, Walk Out",1,"Stone Veneer, Stucco",Traditional,Composition,City Lot,0,0,1,Heatpump/Gas,Heat Pump,City/Public,City/Public,
"16101 Bluegrass Court Belton, MO 64012",385000,2217187,Cass,Belton,Kentucky View,Single Family,Ranch,3,3,1,2009,2323,RPR,300,Owner,0.569995408631772,Belton,1,"Gas, Recreation Room",1,"Egress Window, Finished, Full",1,"Concrete, Stone Veneer",Traditional,Composition,"Corner Lot, Cul-De-Sac, Estate Lot",0,0,1,Forced Air Electric,"Central Electric, Heat Pump",City/Public,City/Public,
"25603 E 267th Street Harrisonville, MO 64701",385000,2196213,Cass,Harrisonville,Other,Single Family,2 Stories,5,3,1,2002,2164,RPR,862,Public Record,7,Harrisonville,1,"Family Room, Gas",1,"Finished, Full, Walk Out",1,"Frame, Lap",Traditional,Composition,"Acreage, Pond(s), Treed",0,-1,1,Heat Pump,Heat Pump,Rural,Septic,
"1529 SW Fairfax Road Lee's Summit, MO 64083",385000,2180725,Cass,Lees Summit,Kensington Farms,Single Family,2 Stories,5,3,1,2015,2876,Public Record,796,Public Record,0.273852157943067,Raymore-Peculiar,1,Living Room,1,"Concrete, Finished",1,Frame,Traditional,Composition,"City Lot, Level",0,1,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"202 Saponi Lane Lake Winnebago, MO 64034",385000,2153429,Cass,Lake Winnebago,Lake Winnebago North,Single Family,1.5 Stories,4,4,1,1969,3505,Public Record,777,Public Record,0.366942148760331,Lees Summit,0,,1,"Concrete, Finished, Inside Entrance",1,Frame,Traditional,Composition,"Corner Lot, Level, Treed",0,1,1,"Forced Air Gas, Zoned","Central Electric, Zoned",City/Public,City/Public,
"601 Wright Street Pleasant Hill, MO 64080",385000,2195961,Cass,Pleasant Hill,Tall Grass,Single Family,1.5 Stories,5,4,1,2013,2645,Other,960,Other,0.306473829201102,Pleasant Hill,1,Living Room,1,"Finished, Full, Walk Out",1,Frame,Traditional,Composition,"Estate Lot, Lake Front",0,1,1,Central Gas,Central Electric,City/Public,City/Public,
"1005 SW Almsby Road Lee's Summit, MO 64083",385335,2171922,Cass,Lees Summit,Kensington Farms,Single Family,Reverse 1.5 Story,4,3,0,2019,1740,Builder,965,Builder,0.430073461891644,Raymore-Peculiar,1,,1,Finished,1,Stone Veneer,Traditional,Composition,,0,1,1,Central Gas,Central Electric,City/Public,City/Public,
"23700 E 189th Street Pleasant Hill, MO 64080",385500,2172721,Cass,Pleasant Hill,Other,Single Family,Earth Contact,4,2,1,1984,1972,Owner,0,Owner,9,Pleasant Hill,1,Great Room,0,,1,All Brick,Traditional,Composition,,0,-1,1,"Central Electric, Heat Pump","Attic Fan, Central Electric",City/Public,Septic,
"4717 SW Raintree Drive Lee's Summit, MO 64082",386500,2207179,Cass,Lees Summit,Raintree Lake,Single Family,Ranch,3,2,0,2020,1850,Builder,0,Builder,0.28,Raymore-Peculiar,1,"Gas, Great Room",1,"Concrete, Full, Not Finished",1,"Stone Trim, Stucco & Frame",Traditional,Composition,"Adjoin Greenspace, Estate Lot",0,1,1,"Forced Air Gas, Heat Pump","Central Electric, Heat Pump",City/Public,City/Public,
"401 SW Seaside Sparrow Street Lee's Summit, MO 64082",387000,2158028,Cass,Lees Summit,Raintree Lake,Single Family,"Ranch, Reverse 1.5 Story",4,2,1,2002,1836,Public Record,1232,Appraisal,0.229568411386593,Raymore-Peculiar,1,Great Room,1,"Concrete, Finished, Walk Out",1,"Frame, Lap",Traditional,Composition,,0,0,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"21115 S McKee Lane Pleasant Hill, MO 64080",387304,2154423,Cass,Pleasant Hill,Country Creek Estates,Single Family,1.5 Stories,4,3,1,2018,2546,Builder,0,Builder,0.439990817263545,Pleasant Hill,1,"Electric, Great Room",1,"Egress Window, Not Finished, Stubbed for Bath",1,Frame,Traditional,Composition,"Adjoin Golf Fairway, Cul-De-Sac, Estate Lot",0,0,1,"Central Electric, Forced Air Electric",Central Electric,City/Public,"Aeration, Lagoon",
"12103 E 246th Street Peculiar, MO 64078",389000,2230670,Cass,Peculiar,Shaddow Hills,Single Family,1.5 Stories,4,2,1,1999,2407,Public Record,715,Public Record,3,Raymore-Peculiar,1,,1,"Daylight, Full, Inside Entrance",1,Board/Batten,,Composition,,0,0,1,Geothermal,Geothermal,City/Public,Septic,
"23423 State Line Road Cleveland, MO 64734",389000,2207510,Cass,Cleveland,Green Acres,Single Family,Ranch,4,3,1,1977,1646,Owner,1154,Owner,16,Cass-Midway,1,"Great Room, Wood Burning",1,"Finished, Full, Walk Out",1,All Brick,,Composition,"Acreage, Pond(s), Treed",0,0,1,"Forced Air Electric, Wall Furnace","Attic Fan, Heat Pump",City/Public,Septic,
"27600 E 275 Street Harrisonville, MO 64701",389000,2158616,Cass,Harrisonville,Other,Single Family,Ranch,4,3,1,2002,1881,Public Record,1881,Public Record,10,Harrisonville,0,,1,"Full, Inside Entrance, Walk Out",1,Frame,Contemporary,Composition,Acreage,0,-1,1,Heat Pump,"Central Electric, Heat Pump",City/Public,"Jet Aeration, Lagoon",
"1211 Zachary Circle Pleasant Hill, MO 64080",389774,2161656,Cass,Pleasant Hill,Hickory Hills,Single Family,"Ranch, Reverse 1.5 Story",4,3,1,2019,1632,Plans,912,Plans,0.476400367309458,Pleasant Hill,1,Great Room,1,"Concrete, Finished, Walk Out",1,"Stone Trim, Stucco & Frame",Traditional,Composition,Corner Lot,0,0,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"2001 Ridge Tree Drive Pleasant Hill, MO 64080",389900,2110692,Cass,Pleasant Hill,Ridge Tree,Single Family,"Ranch, Reverse 1.5 Story",5,3,0,1990,1744,Builder,1400,Builder,0.24,Pleasant Hill,1,"Gas, Great Room",1,"Finished, Full, Walk Out",1,Brick & Frame,Traditional,Composition,"Adjoin Greenspace, Treed",0,1,1,Heatpump/Gas,"Central Electric, Heat Pump",City/Public,City/Public,
"710 Buckeye Lane Pleasant Hill, MO 64080",389950,2219947,Cass,Pleasant Hill,Hickory Hills,Single Family,2 Stories,4,3,1,2011,2388,Owner,653,Owner,2.84951790633609,Pleasant Hill,1,"Family Room, Gas",1,"Concrete, Finished, Walk Out",1,"Frame, Stone Trim","Traditional, Other",Composition,"Acreage, City Lot, Treed",0,0,1,Heatpump/Gas,Heat Pump,City/Public,City/Public,
"21021 Oak Drive Belton, MO 64012",390000,2165944,Cass,Belton,Brookwood,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2008,1900,,1032,,3.05325987144169,Belton,1,"Gas Starter, Great Room, Hearth Room, Living Room, See Through, Zero Clearance",1,"Finished, Full, Walk Out",1,"Board/Batten, Brick Trim","Contemporary, Traditional",Composition,"Acreage, Estate Lot, Treed",0,0,1,Heat Pump,Central Electric,City/Public,Septic,
"1809 Mystery Hill Drive Pleasant Hill, MO 64080",390000,2201847,Cass,Pleasant Hill,Sugarland Estates,Single Family,1.5 Stories,4,3,1,1994,3308,Public Record,1125,Public Record,1.45488980716253,Pleasant Hill,1,"Great Room, Hearth Room",1,"Concrete, Finished, Walk Out",1,"Lap, Stone Trim",Traditional,Composition,"Acreage, Estate Lot, Pond(s), Treed",0,0,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"23318 S State Route 7 Highway Harrisonville, MO 64701",390000,2170963,Cass,Harrisonville,Shaffer Estates,Single Family,Ranch,3,2,1,1996,1940,Public Record,0,Public Record,9,Harrisonville,1,"Heat Circulator, Great Room, Wood Burning",1,"Concrete, Not Finished",1,Brick & Frame,Traditional,Composition,"Acreage, Estate Lot, Pond(s), Treed",0,-1,1,Central Electric,Central Electric,City/Public,Septic,
"1209 Thompson Circle Raymore, MO 64083",390000,2171411,Cass,Raymore,Creekmoor- Westbrook at,Single Family,"Ranch, Reverse 1.5 Story",4,3,1,2005,1830,Public Record,1435,Public Record,0.340495867768595,Raymore-Peculiar,1,"Family Room, Hearth Room",1,"Concrete, Finished, Walk Out",1,"Stucco, Wood Siding",Traditional,Composition,"City Limits, Corner Lot, Level",0,0,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"1518 Ventnor Lane Raymore, MO 64083",391000,2212059,Cass,Raymore,Creekmoor- Westbrook Villas at,Single Family,Reverse 1.5 Story,3,3,0,2017,1564,Plans,801,Plans,0.251124885215794,Raymore-Peculiar,1,"Electric, Gas, Great Room",1,"Finished, Walk Out",1,Stucco & Frame,Traditional,Composition,"City Limits, Wooded",0,1,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"12002 Astor Court Peculiar, MO 64078",392900,2188637,Cass,Peculiar,Olive Branch,Single Family,Reverse 1.5 Story,4,3,0,2019,1615,Builder,1056,Builder,0.220385674931129,Raymore-Peculiar,1,"Gas, Great Room",1,"Daylight, Finished, Full",1,Stone Trim,Traditional,Composition,"Cul-De-Sac, Level",0,0,1,Central Gas,Central Electric,City/Public,City/Public,
"1501 SW Fairfax Road Lee's Summit, MO 64083",393455,2157173,Cass,Lees Summit,Kensington Farms,Single Family,2 Stories,4,3,1,2019,2932,Builder,0,Builder,0.255739210284665,Raymore-Peculiar,0,,1,"Concrete, Full, Stubbed for Bath",1,Stone & Frame,Traditional,Composition,,0,0,1,Forced Air Gas,Central Electric,City/Public - Verify,City/Public,
"1529 Grandshire Drive Raymore, MO 64083",393600,2096064,Cass,Raymore,Creekmoor - Cunningham,Single Family,2 Stories,4,3,1,2018,2436,Builder,0,Builder,0.216528925619835,Raymore-Peculiar,1,"Gas, Great Room",1,"Egress Window, Full, Not Finished",1,"Lap, Stucco",Traditional,Composition,City Lot,0,0,1,Central Gas,Central Electric,City/Public,City/Public,
"1106 Foxshire Circle Raymore, MO 64083",394850,2180710,Cass,Raymore,Creekmoor- Westbrook at,Single Family,1.5 Stories,5,5,0,2010,2619,Builder,800,Public Record,0.331,Raymore-Peculiar,1,Great Room,1,"Daylight, Finished",1,Frame,Traditional,Composition,"City Lot, Cul-De-Sac",0,1,1,Heat Pump,Central Electric,City/Public,City/Public,
"14006 E 217th Street Peculiar, MO 64078",395000,2225481,Cass,Peculiar,Countryside Acres,Single Family,Split Entry,3,2,1,1997,1626,Other,204,Other,2,Raymore-Peculiar,1,,1,"Finished, Walk Out",1,Board/Batten,Traditional,Composition,"Acreage, Level",0,0,1,Heat Pump,Central Electric,City/Public,Septic,
"18006 S Hill Top Road Pleasant Hill, MO 64080",395000,2215395,Cass,Pleasant Hill,Hilltop Acres,Single Family,Raised Ranch,6,4,0,1973,1884,Public Record,1884,Public Record,4,Pleasant Hill,1,"Great Room, Wood Burning",1,"Concrete, Finished, Full",1,"Brick Trim, Vinyl Siding",Traditional,Composition,"Acreage, Pond(s), Treed",0,0,1,Propane Gas,"Attic Fan, Central Electric",City/Public,Septic,
"4713 SW Raintree Drive Lee's Summit, MO 64082",395000,2216880,Cass,Lees Summit,Raintree Lake,Single Family,Ranch,3,2,1,2017,2107,Public Record,0,Public Record,0.273186409550046,Raymore-Peculiar,1,"Gas, Great Room",1,"Concrete, Egress Window, Full",1,"Stone Trim, Stucco & Frame",Traditional,Composition,"Estate Lot, Level",0,1,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"31706 E State Route Vv Highway Pleasant Hill, MO 64080",395000,2181523,Cass,Pleasant Hill,Whipporwill Acres,Single Family,1.5 Stories,4,3,1,1979,2106,Public Record,1094,Owner,12,Pleasant Hill,1,"Hearth Room, Insert, Wood Burning",1,"Finished, Walk Out",1,"Frame, Vinyl Siding",Traditional,Composition,"Acreage, Level, Pond(s), Treed",0,-1,1,"Heat Pump, Propane Gas","Central Electric, Zoned",City/Public,Septic,
"508 Bentwater Drive Raymore, MO 64083",395129,2161836,Cass,Raymore,Creekmoor - Cunningham,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2019,1504,Builder,927,Builder,0.344651056014692,Raymore-Peculiar,1,"Gas, Great Room",1,"Daylight, Finished",1,"Lap, Stucco",Traditional,Composition,City Lot,0,1,1,Central Gas,Central Electric,City/Public,"City/Public, Grinder Pump",
"221 Chippewa Lane Lake Winnebago, MO 64034",396000,2211601,Cass,Lake Winnebago,Lake Winnebago,Single Family,1.5 Stories,3,2,1,2002,2720,Public Record,0,Agent,0.32,Lees Summit,1,"Kitchen, Living Room",1,"Concrete, Full, Stubbed for Bath",1,"Board/Batten, Brick & Frame",Traditional,Composition,"Adjoin Greenspace, City Limits, City Lot, Cul-De-Sac",0,1,1,Central Electric,"Attic Fan, Central Electric",City/Public,City/Public,
"1401 Whispering Ridge Pleasant Hill, MO 64080",396000,2212004,Cass,Pleasant Hill,Sugarland at Whispering Ridge,Single Family,1.5 Stories,5,4,1,2017,2754,Owner,746,Owner,0.87,Pleasant Hill,1,,1,Egress Window,1,Board/Batten,Traditional,Composition,,0,0,1,Central Electric,Central Gas,City/Public,City/Public,
"108 SW Meadowbrook Drive Lee's Summit, MO 64082",396500,2160791,Cass,Lees Summit,Creekside at Raintree Lake,Single Family,"Ranch, Reverse 1.5 Story",3,2,0,1990,1790,Builder,0,Builder,0.301859504132231,Lees Summit,1,Great Room,1,Not Finished,1,Stucco,Traditional,Composition,"City Lot, Corner Lot",0,1,1,Central Gas,Central Electric,City/Public,City/Public,
"834 SW 163rd Street Lee's Summit, MO 64082",399000,2186738,Cass,Lees Summit,Raintree Lake,Single Family,Ranch,3,3,0,1989,2110,Public Record,1730,Other,1,Raymore-Peculiar,1,"Dining Room, Gas, Gas Starter, Great Room, Kitchen, See Through",1,"Concrete, Finished",1,"Stucco, Vinyl Siding",Traditional,Composition,"Acreage, Level",0,0,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"1000 E South Street Harrisonville, MO 64701",399000,2196879,Cass,Harrisonville,Other,Single Family,"Ranch, Reverse 1.5 Story",4,3,1,2005,2752,Public Record,2200,Public Record,3.28999081726354,Harrisonville,1,"Gas, Great Room",1,"Concrete, Finished, Walk Out",1,"Brick & Frame, Stone Trim",Traditional,Composition,"Acreage, Level, Stream(s), Treed",0,1,1,"Central Electric, Heat Pump","Central Electric, Heat Pump",City/Public,"City/Public, Grinder Pump",
"815 Blue Grama Court Raymore, MO 64083",399650,2220516,Cass,Raymore,Meadowood of the Good Ranch,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2020,1566,Plans,752,Plans,0.265840220385675,Raymore-Peculiar,1,"Gas, Great Room",1,"Finished, Full, Walk Out",1,"Stone Trim, Wood Siding",Traditional,Composition,"Adjoin Greenspace, City Lot, Wooded",0,1,1,Central Gas,Central Electric,City/Public,"City/Public, Grinder Pump",
"10908 Timber Creek Drive Peculiar, MO 64078",399950,2198177,Cass,Peculiar,Shadow Glen,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2019,1701,Plans,934,Plans,1,Raymore-Peculiar,1,"Great Room, Recreation Room",1,"Finished, Full, Walk Out",1,"Lap, Stone Trim",Traditional,Composition,"Acreage, Estate Lot, Level, Treed",0,1,1,"Central Electric, Forced Air Electric",Central Electric,City/Public,City/Public,
"23002 S Fox's Lane Peculiar, MO 64078",400000,2203683,Cass,Peculiar,Fox's Den,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2020,1698,Builder,1179,Builder,0.229591368227732,Raymore-Peculiar,1,Great Room,1,"Finished, Full, Walk Out",1,Wood Siding,Traditional,Composition,City Lot,0,1,1,Central Gas,Central Electric,City/Public,City/Public,
"16100 Bluegrass Court Belton, MO 64012",400000,2202164,Cass,Belton,Kentucky View,Single Family,2 Stories,4,3,2,2005,3274,Appraisal,1065,Appraisal,0.562304866850321,Belton,1,"Gas Starter, Great Room",1,Finished,1,Brick & Frame,Traditional,Composition,Corner Lot,0,0,1,Zoned,"Central Electric, Zoned",City/Public - Verify,City/Public,
"107 Grand Prairie Circle Lake Winnebago, MO 64034",400000,2175972,Cass,Lake Winnebago,Lake Winnebago,Single Family,Reverse 1.5 Story,4,3,0,1990,1600,Other,750,Other,0.6,Raymore-Peculiar,1,Gas,1,"Finished, Full",1,"Stone & Frame, Stucco",Traditional,Composition,"City Lot, Corner Lot, Cul-De-Sac, Treed",0,0,1,Central Gas,Central Electric,City/Public,"City/Public, Grinder Pump",
"1511 Drake Lane Raymore, MO 64083",400000,2150687,Cass,Raymore,Creekmoor- Westbrook at,Single Family,Reverse 1.5 Story,4,3,0,2005,1913,Appraisal,1279,Appraisal,0.652295684113866,Raymore-Peculiar,1,"Family Room, Gas, Great Room",1,"Finished, Full, Walk Out",1,"Stone Trim, Stucco & Frame",Traditional,Composition,"Adjoin Golf Course, Adjoin Golf Fairway, Adjoin Golf Green, Level",0,0,1,Heatpump/Gas,Heat Pump,City/Public,City/Public,
"29224 S State Route Dd Highway Harrisonville, MO 64701",400000,2215339,Cass,Harrisonville,Other,Single Family,2 Stories,3,2,1,1974,2160,Appraisal,586,Appraisal,11,Harrisonville,1,Family Room,1,"Concrete, Inside Entrance",1,Vinyl Siding,Colonial,Composition,"Acreage, Pond(s), Treed, Wooded",0,-1,1,"Heat Pump, Propane Gas","Central Electric, Heat Pump",Rural,Septic,
"22908 S Harper Road Peculiar, MO 64078",400000,2179075,Cass,Peculiar,Other,Single Family,2 Stories,4,2,1,1995,1552,Public Record,0,Public Record,9.99862258953168,Raymore-Peculiar,1,Great Room,1,"Full, Inside Entrance",1,Board/Batten,Traditional,Composition,Acreage,0,-1,1,"Forced Air Gas, Propane Gas","Attic Fan, Central Electric",Rural,"Private, Septic",
"2801 E Mechanic Street Harrisonville, MO 64701",400000,2188525,Cass,Harrisonville,Other,Single Family,Ranch,4,3,0,1973,2557,Other,1102,Other,6,Harrisonville,1,"Basement, Family Room, Gas Starter, Recreation Room",1,"Concrete, Finished, Walk Out",1,All Brick,Traditional,Composition,"Acreage, City Limits",0,1,1,"Forced Air Gas, Natural Gas","Central Electric, Zoned",City/Public,Septic,
"21117 S McKee Lane Pleasant Hill, MO 64080",402000,2215811,Cass,Pleasant Hill,Country Creek Estates,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2020,1800,Builder,1010,Builder,0.407,Pleasant Hill,1,"Gas, Gas Starter, Great Room",1,"Finished, Full, Walk Out",1,"Frame, Stone Trim",Traditional,Composition,"City Limits, Estate Lot, Treed",0,1,1,"Central Gas, Forced Air Gas",Central Electric,City/Public,City/Public,
"1504 Cross Creek Drive Raymore, MO 64083",402000,2173030,Cass,Raymore,Creekmoor- Westbrook at,Single Family,Reverse 1.5 Story,4,3,0,2009,1950,Owner,1450,Owner,0.28,Raymore-Peculiar,1,"Gas, Hearth Room",1,"Daylight, Finished, Walk Out",1,"Brick Trim, Stucco",,Composition,"Adjoin Golf Fairway, Adjoin Greenspace",0,0,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"914 Rannoch Lane Raymore, MO 64083",403897,2134829,Cass,Raymore,Creekmoor- Westbrook at,Single Family,2 Stories,4,3,1,1990,2474,Plans,0,Plans,0.280808080808081,Raymore-Peculiar,1,"Gas Starter, Great Room",1,"Concrete, Not Finished",1,Stucco & Frame,Traditional,Composition,,0,1,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"23612 S Lucille Ln Lane Peculiar, MO 64078",404900,2226631,Cass,Peculiar,Millers Point,Single Family,1.5 Stories,5,3,1,2002,2183,Public Record,1284,Public Record,3.1,Raymore-Peculiar,1,"Living Room, Wood Burning",1,"Concrete, Walk Out",1,Wood Siding,Other,Composition,Acreage,0,-1,0,"Forced Air Electric, Wood",Central Electric,City/Public,"Aeration, Septic",
"509 Wright Street Pleasant Hill, MO 64080",404950,2154412,Cass,Pleasant Hill,Tall Grass,Single Family,1.5 Stories,5,4,1,2019,2207,Plans,540,Builder,0.224977043158861,Pleasant Hill,1,"Gas, Great Room",1,"Finished, Full, Walk Out",1,"Frame, Stone Trim",Traditional,Composition,"City Lot, Lake Front",0,1,1,"Central Gas, Forced Air Gas",Central Electric,City/Public,City/Public,
